document_id,authority,original_filename,original_stem,original_extension,original_relative_path
ROT_039,ROT,ROT_2236e_hoek-van-holland_Vergunning.md,ROT_2236e_hoek-van-holland_Vergunning,.md,full_text\ROT_2236e_hoek-van-holland_Vergunning.md
ROT_040,ROT,ROT_2299e_hoek-van-holland_Vergunning.md,ROT_2299e_hoek-van-holland_Vergunning,.md,full_text\ROT_2299e_hoek-van-holland_Vergunning.md
ROT_041,ROT,ROT_2311e_hoek-van-holland_Vergunning.md,ROT_2311e_hoek-van-holland_Vergunning,.md,full_text\ROT_2311e_hoek-van-holland_Vergunning.md
ROT_042,ROT,ROT_2337e_hoogvliet_Vergunning.md,ROT_2337e_hoogvliet_Vergunning,.md,full_text\ROT_2337e_hoogvliet_Vergunning.md
ROT_043,ROT,ROT_23e_rotterdam-centrum_Vergunning.md,ROT_23e_rotterdam-centrum_Vergunning,.md,full_text\ROT_23e_rotterdam-centrum_Vergunning.md
ROT_044,ROT,ROT_2406e_hoogvliet_Vergunning.md,ROT_2406e_hoogvliet_Vergunning,.md,full_text\ROT_2406e_hoogvliet_Vergunning.md
ROT_045,ROT,ROT_2460e_hoogvliet_Vergunning.md,ROT_2460e_hoogvliet_Vergunning,.md,full_text\ROT_2460e_hoogvliet_Vergunning.md
ROT_046,ROT,ROT_2466e_hoogvliet_Vergunning.md,ROT_2466e_hoogvliet_Vergunning,.md,full_text\ROT_2466e_hoogvliet_Vergunning.md
ROT_047,ROT,ROT_2487e_hoogvliet_Vergunning.md,ROT_2487e_hoogvliet_Vergunning,.md,full_text\ROT_2487e_hoogvliet_Vergunning.md
ROT_048,ROT,ROT_2496e_ijsselmonde_Vergunning.md,ROT_2496e_ijsselmonde_Vergunning,.md,full_text\ROT_2496e_ijsselmonde_Vergunning.md
ROT_049,ROT,ROT_2499e_ijsselmonde_Vergunning.md,ROT_2499e_ijsselmonde_Vergunning,.md,full_text\ROT_2499e_ijsselmonde_Vergunning.md
ROT_050,ROT,ROT_2516e_ijsselmonde_Vergunning.md,ROT_2516e_ijsselmonde_Vergunning,.md,full_text\ROT_2516e_ijsselmonde_Vergunning.md
ROT_051,ROT,ROT_2590e_ijsselmonde_Vergunning.md,ROT_2590e_ijsselmonde_Vergunning,.md,full_text\ROT_2590e_ijsselmonde_Vergunning.md
ROT_052,ROT,ROT_2621e_ijsselmonde_Vergunning.md,ROT_2621e_ijsselmonde_Vergunning,.md,full_text\ROT_2621e_ijsselmonde_Vergunning.md
ROT_053,ROT,ROT_2653e_ijsselmonde_Vergunning.md,ROT_2653e_ijsselmonde_Vergunning,.md,full_text\ROT_2653e_ijsselmonde_Vergunning.md
ROT_054,ROT,ROT_2685e_kralingen-crooswijk_Vergunning.md,ROT_2685e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2685e_kralingen-crooswijk_Vergunning.md
ROT_055,ROT,ROT_2694e_kralingen-crooswijk_Vergunning.md,ROT_2694e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2694e_kralingen-crooswijk_Vergunning.md
ROT_056,ROT,ROT_2811e_kralingen-crooswijk_Vergunning.md,ROT_2811e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2811e_kralingen-crooswijk_Vergunning.md
ROT_057,ROT,ROT_2847e_kralingen-crooswijk_Vergunning.md,ROT_2847e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2847e_kralingen-crooswijk_Vergunning.md
ROT_058,ROT,ROT_2877e_kralingen-crooswijk_Vergunning.md,ROT_2877e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2877e_kralingen-crooswijk_Vergunning.md
ROT_059,ROT,ROT_2970e_kralingen-crooswijk_Vergunning.md,ROT_2970e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2970e_kralingen-crooswijk_Vergunning.md
ROT_060,ROT,ROT_2973e_kralingen-crooswijk_Vergunning.md,ROT_2973e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2973e_kralingen-crooswijk_Vergunning.md
ROT_061,ROT,ROT_2995e_kralingen-crooswijk_Vergunning.md,ROT_2995e_kralingen-crooswijk_Vergunning,.md,full_text\ROT_2995e_kralingen-crooswijk_Vergunning.md
ROT_062,ROT,ROT_300e_rotterdam-centrum_Vergunning.md,ROT_300e_rotterdam-centrum_Vergunning,.md,full_text\ROT_300e_rotterdam-centrum_Vergunning.md
ROT_063,ROT,ROT_3042e_noord_Vergunning.md,ROT_3042e_noord_Vergunning,.md,full_text\ROT_3042e_noord_Vergunning.md
ROT_064,ROT,ROT_3170e_noord_Vergunning.md,ROT_3170e_noord_Vergunning,.md,full_text\ROT_3170e_noord_Vergunning.md
ROT_065,ROT,ROT_319e_rotterdam-centrum_Vergunning.md,ROT_319e_rotterdam-centrum_Vergunning,.md,full_text\ROT_319e_rotterdam-centrum_Vergunning.md
ROT_066,ROT,ROT_3269e_overschie_Vergunning.md,ROT_3269e_overschie_Vergunning,.md,full_text\ROT_3269e_overschie_Vergunning.md
ROT_067,ROT,ROT_3283e_overschie_Vergunning.md,ROT_3283e_overschie_Vergunning,.md,full_text\ROT_3283e_overschie_Vergunning.md
ROT_068,ROT,ROT_3508e_prins-alexander_Vergunning.md,ROT_3508e_prins-alexander_Vergunning,.md,full_text\ROT_3508e_prins-alexander_Vergunning.md
ROT_069,ROT,ROT_3523e_prins-alexander_Vergunning.md,ROT_3523e_prins-alexander_Vergunning,.md,full_text\ROT_3523e_prins-alexander_Vergunning.md
ROT_070,ROT,ROT_3554e_prins-alexander_Vergunning.md,ROT_3554e_prins-alexander_Vergunning,.md,full_text\ROT_3554e_prins-alexander_Vergunning.md
ROT_071,ROT,ROT_3562e_prins-alexander_Vergunning.md,ROT_3562e_prins-alexander_Vergunning,.md,full_text\ROT_3562e_prins-alexander_Vergunning.md
ROT_072,ROT,ROT_3572e_prins-alexander_Vergunning.md,ROT_3572e_prins-alexander_Vergunning,.md,full_text\ROT_3572e_prins-alexander_Vergunning.md
ROT_073,ROT,ROT_3593e_prins-alexander_Vergunning.md,ROT_3593e_prins-alexander_Vergunning,.md,full_text\ROT_3593e_prins-alexander_Vergunning.md
ROT_074,ROT,ROT_3594e_prins-alexander_Vergunning.md,ROT_3594e_prins-alexander_Vergunning,.md,full_text\ROT_3594e_prins-alexander_Vergunning.md
ROT_075,ROT,ROT_3668e_prins-alexander_Vergunning.md,ROT_3668e_prins-alexander_Vergunning,.md,full_text\ROT_3668e_prins-alexander_Vergunning.md
ROT_076,ROT,ROT_3671e_prins-alexander_Vergunning.md,ROT_3671e_prins-alexander_Vergunning,.md,full_text\ROT_3671e_prins-alexander_Vergunning.md
ROT_077,ROT,ROT_3687e_prins-alexander_Vergunning.md,ROT_3687e_prins-alexander_Vergunning,.md,full_text\ROT_3687e_prins-alexander_Vergunning.md
ROT_078,ROT,ROT_3731e_rozenburg_Vergunning.md,ROT_3731e_rozenburg_Vergunning,.md,full_text\ROT_3731e_rozenburg_Vergunning.md
ROT_079,ROT,ROT_3764e_rozenburg_Vergunning.md,ROT_3764e_rozenburg_Vergunning,.md,full_text\ROT_3764e_rozenburg_Vergunning.md
ROT_080,ROT,ROT_415e_rotterdam-centrum_Vergunning.md,ROT_415e_rotterdam-centrum_Vergunning,.md,full_text\ROT_415e_rotterdam-centrum_Vergunning.md
ROT_081,ROT,ROT_46c_delfshaven_Vergunning.md,ROT_46c_delfshaven_Vergunning,.md,full_text\ROT_46c_delfshaven_Vergunning.md
ROT_082,ROT,ROT_4c_rotterdam-centrum_Vergunning.md,ROT_4c_rotterdam-centrum_Vergunning,.md,full_text\ROT_4c_rotterdam-centrum_Vergunning.md
ROT_083,ROT,ROT_500e_rotterdam-centrum_Vergunning.md,ROT_500e_rotterdam-centrum_Vergunning,.md,full_text\ROT_500e_rotterdam-centrum_Vergunning.md
ROT_084,ROT,ROT_54c_feijenoord_Vergunning.md,ROT_54c_feijenoord_Vergunning,.md,full_text\ROT_54c_feijenoord_Vergunning.md
ROT_085,ROT,ROT_552e_rotterdam-centrum_Vergunning.md,ROT_552e_rotterdam-centrum_Vergunning,.md,full_text\ROT_552e_rotterdam-centrum_Vergunning.md
ROT_086,ROT,ROT_5c_rotterdam-centrum_Vergunning.md,ROT_5c_rotterdam-centrum_Vergunning,.md,full_text\ROT_5c_rotterdam-centrum_Vergunning.md
ROT_087,ROT,ROT_642e_rotterdam-centrum_Vergunning.md,ROT_642e_rotterdam-centrum_Vergunning,.md,full_text\ROT_642e_rotterdam-centrum_Vergunning.md
ROT_088,ROT,ROT_675e_rotterdam-centrum_Vergunning.md,ROT_675e_rotterdam-centrum_Vergunning,.md,full_text\ROT_675e_rotterdam-centrum_Vergunning.md
ROT_089,ROT,ROT_685e_rotterdam-centrum_Vergunning.md,ROT_685e_rotterdam-centrum_Vergunning,.md,full_text\ROT_685e_rotterdam-centrum_Vergunning.md
ROT_090,ROT,ROT_741e_rotterdam-centrum_Vergunning.md,ROT_741e_rotterdam-centrum_Vergunning,.md,full_text\ROT_741e_rotterdam-centrum_Vergunning.md
ROT_091,ROT,ROT_788e_rotterdam-centrum_Vergunning.md,ROT_788e_rotterdam-centrum_Vergunning,.md,full_text\ROT_788e_rotterdam-centrum_Vergunning.md
ROT_092,ROT,ROT_816e_rotterdam-centrum_Vergunning.md,ROT_816e_rotterdam-centrum_Vergunning,.md,full_text\ROT_816e_rotterdam-centrum_Vergunning.md
ROT_093,ROT,ROT_823e_rotterdam-centrum_Vergunning.md,ROT_823e_rotterdam-centrum_Vergunning,.md,full_text\ROT_823e_rotterdam-centrum_Vergunning.md
ROT_094,ROT,ROT_82c_noord_Vergunning.md,ROT_82c_noord_Vergunning,.md,full_text\ROT_82c_noord_Vergunning.md
ROT_095,ROT,ROT_869e_rotterdam-centrum_Vergunning.md,ROT_869e_rotterdam-centrum_Vergunning,.md,full_text\ROT_869e_rotterdam-centrum_Vergunning.md
ROT_096,ROT,ROT_900e_charlois_Vergunning.md,ROT_900e_charlois_Vergunning,.md,full_text\ROT_900e_charlois_Vergunning.md
ROT_097,ROT,ROT_925e_charlois_Vergunning.md,ROT_925e_charlois_Vergunning,.md,full_text\ROT_925e_charlois_Vergunning.md
ROT_098,ROT,ROT_958e_charlois_Vergunning.md,ROT_958e_charlois_Vergunning,.md,full_text\ROT_958e_charlois_Vergunning.md
ROT_099,ROT,ROT_969e_charlois_Vergunning.md,ROT_969e_charlois_Vergunning,.md,full_text\ROT_969e_charlois_Vergunning.md
ROT_100,ROT,ROT_974e_charlois_Vergunning.md,ROT_974e_charlois_Vergunning,.md,full_text\ROT_974e_charlois_Vergunning.md
RIJ_001,RIJ,Rijksoverheid__0_Wijzigingsbeschikking-subsidie-Nationaal-Onderwijsmuseum-2025.md,Rijksoverheid__0_Wijzigingsbeschikking-subsidie-Nationaal-Onderwijsmuseum-2025,.md,full_text\Rijksoverheid__0_Wijzigingsbeschikking-subsidie-Nationaal-Onderwijsmuseum-2025.md
RIJ_002,RIJ,Rijksoverheid__102_Subsidieverlening-over-deelproject-STD1-Elektrische-Kabelsystemen.md,Rijksoverheid__102_Subsidieverlening-over-deelproject-STD1-Elektrische-Kabelsystemen,.md,full_text\Rijksoverheid__102_Subsidieverlening-over-deelproject-STD1-Elektrische-Kabelsystemen.md
RIJ_003,RIJ,Rijksoverheid__103_Besluit-op-subsidieverlening-Huurders-in-energiearmoede.md,Rijksoverheid__103_Besluit-op-subsidieverlening-Huurders-in-energiearmoede,.md,full_text\Rijksoverheid__103_Besluit-op-subsidieverlening-Huurders-in-energiearmoede.md
RIJ_004,RIJ,Rijksoverheid__104_Beschikking-verlening-subsidie-voor-Rotterdams-Philharmonisch-Orkest-X-The-Ukraine-Liberation-Orchestra.md,Rijksoverheid__104_Beschikking-verlening-subsidie-voor-Rotterdams-Philharmonisch-Orkest-X-The-Ukraine-Liberation-Orchestra,.md,full_text\Rijksoverheid__104_Beschikking-verlening-subsidie-voor-Rotterdams-Philharmonisch-Orkest-X-The-Ukraine-Liberation-Orchestra.md
RIJ_005,RIJ,Rijksoverheid__105_Verlening-Steunaanvraag-UUBF-2023.md,Rijksoverheid__105_Verlening-Steunaanvraag-UUBF-2023,.md,full_text\Rijksoverheid__105_Verlening-Steunaanvraag-UUBF-2023.md
RIJ_006,RIJ,Rijksoverheid__106_Definitief-besluit-incidentele-subsidie-CCS-project-Yara-Sluiskil.md,Rijksoverheid__106_Definitief-besluit-incidentele-subsidie-CCS-project-Yara-Sluiskil,.md,full_text\Rijksoverheid__106_Definitief-besluit-incidentele-subsidie-CCS-project-Yara-Sluiskil.md
RIJ_007,RIJ,Rijksoverheid__107_Besluit-op-verlening-subsidie-voor-scholing-warmtepompen.md,Rijksoverheid__107_Besluit-op-verlening-subsidie-voor-scholing-warmtepompen,.md,full_text\Rijksoverheid__107_Besluit-op-verlening-subsidie-voor-scholing-warmtepompen.md
RIJ_008,RIJ,Rijksoverheid__108_Besluit-op-verlening-subsidie-pilotproject-Brabantse-Wal.md,Rijksoverheid__108_Besluit-op-verlening-subsidie-pilotproject-Brabantse-Wal,.md,full_text\Rijksoverheid__108_Besluit-op-verlening-subsidie-pilotproject-Brabantse-Wal.md
RIJ_009,RIJ,Rijksoverheid__109_Besluit-op-verlening-subsidie-voor-deelproject-Hydrogen-Ombouw-Turbofan-(HOT).md,Rijksoverheid__109_Besluit-op-verlening-subsidie-voor-deelproject-Hydrogen-Ombouw-Turbofan-(HOT),.md,full_text\Rijksoverheid__109_Besluit-op-verlening-subsidie-voor-deelproject-Hydrogen-Ombouw-Turbofan-(HOT).md
RIJ_010,RIJ,Rijksoverheid__10_Besluit-over-wijziging-subsidie-Leve-het-Geven.md,Rijksoverheid__10_Besluit-over-wijziging-subsidie-Leve-het-Geven,.md,full_text\Rijksoverheid__10_Besluit-over-wijziging-subsidie-Leve-het-Geven.md
RIJ_011,RIJ,Rijksoverheid__110_Besluit-op-subsidieaanvraag-Verbeteren-kwaliteit-erfgoedinformatie.md,Rijksoverheid__110_Besluit-op-subsidieaanvraag-Verbeteren-kwaliteit-erfgoedinformatie,.md,full_text\Rijksoverheid__110_Besluit-op-subsidieaanvraag-Verbeteren-kwaliteit-erfgoedinformatie.md
RIJ_012,RIJ,Rijksoverheid__111_Definitief-besluit-subsidie-pilotproject-van-Gogh-Nationaal-Park.md,Rijksoverheid__111_Definitief-besluit-subsidie-pilotproject-van-Gogh-Nationaal-Park,.md,full_text\Rijksoverheid__111_Definitief-besluit-subsidie-pilotproject-van-Gogh-Nationaal-Park.md
RIJ_013,RIJ,Rijksoverheid__113_Besluit-op-verlening-subsidie-voor-project-Macaw.md,Rijksoverheid__113_Besluit-op-verlening-subsidie-voor-project-Macaw,.md,full_text\Rijksoverheid__113_Besluit-op-verlening-subsidie-voor-project-Macaw.md
RIJ_014,RIJ,Rijksoverheid__114_Besluit-op-subsidieverzoek-“Veenweidensloot-van-de-toekomst-–-VIPNL-project”.md,Rijksoverheid__114_Besluit-op-subsidieverzoek-“Veenweidensloot-van-de-toekomst-–-VIPNL-project”,.md,full_text\Rijksoverheid__114_Besluit-op-subsidieverzoek-“Veenweidensloot-van-de-toekomst-–-VIPNL-project”.md
RIJ_015,RIJ,Rijksoverheid__115_Subsidieverlening-Hydrogen-Aircraft-Powertrain-and-Storage-Systems.md,Rijksoverheid__115_Subsidieverlening-Hydrogen-Aircraft-Powertrain-and-Storage-Systems,.md,full_text\Rijksoverheid__115_Subsidieverlening-Hydrogen-Aircraft-Powertrain-and-Storage-Systems.md
RIJ_016,RIJ,Rijksoverheid__116_Beschikking-aanvraag-subsidie-Vereniging-De-Hollandsche-Molen.md,Rijksoverheid__116_Beschikking-aanvraag-subsidie-Vereniging-De-Hollandsche-Molen,.md,full_text\Rijksoverheid__116_Beschikking-aanvraag-subsidie-Vereniging-De-Hollandsche-Molen.md
RIJ_017,RIJ,Rijksoverheid__117_Besluit-op-verlening-subsidie-project-United-Ukrainian-Ballet.md,Rijksoverheid__117_Besluit-op-verlening-subsidie-project-United-Ukrainian-Ballet,.md,full_text\Rijksoverheid__117_Besluit-op-verlening-subsidie-project-United-Ukrainian-Ballet.md
RIJ_018,RIJ,Rijksoverheid__11_Besluit-subsidieverzoek-Actienetwerk-Energiehulp.md,Rijksoverheid__11_Besluit-subsidieverzoek-Actienetwerk-Energiehulp,.md,full_text\Rijksoverheid__11_Besluit-subsidieverzoek-Actienetwerk-Energiehulp.md
RIJ_019,RIJ,Rijksoverheid__121_Besluit-op-subsidie-voor-implementatie-voor-het-Agrarisch-Natuur-en-Landschapsbeheer.md,Rijksoverheid__121_Besluit-op-subsidie-voor-implementatie-voor-het-Agrarisch-Natuur-en-Landschapsbeheer,.md,full_text\Rijksoverheid__121_Besluit-op-subsidie-voor-implementatie-voor-het-Agrarisch-Natuur-en-Landschapsbeheer.md
RIJ_020,RIJ,Rijksoverheid__122_Besluit-subsidieverzoek-project-‘NEWLIFE’.md,Rijksoverheid__122_Besluit-subsidieverzoek-project-‘NEWLIFE’,.md,full_text\Rijksoverheid__122_Besluit-subsidieverzoek-project-‘NEWLIFE’.md
RIJ_021,RIJ,Rijksoverheid__123_Besluit-verlening-subsidie-voor-project-Rebecca.md,Rijksoverheid__123_Besluit-verlening-subsidie-voor-project-Rebecca,.md,full_text\Rijksoverheid__123_Besluit-verlening-subsidie-voor-project-Rebecca.md
RIJ_022,RIJ,Rijksoverheid__124_Besluit-verlening-subsidie-voor-project-A-IQ-Ready.md,Rijksoverheid__124_Besluit-verlening-subsidie-voor-project-A-IQ-Ready,.md,full_text\Rijksoverheid__124_Besluit-verlening-subsidie-voor-project-A-IQ-Ready.md
RIJ_023,RIJ,Rijksoverheid__125_Besluit-subsidieverzoek-project-CLEVER.md,Rijksoverheid__125_Besluit-subsidieverzoek-project-CLEVER,.md,full_text\Rijksoverheid__125_Besluit-subsidieverzoek-project-CLEVER.md
RIJ_024,RIJ,Rijksoverheid__127_Besluit-verlening-subsidie-voor-project-EdgeAi.md,Rijksoverheid__127_Besluit-verlening-subsidie-voor-project-EdgeAi,.md,full_text\Rijksoverheid__127_Besluit-verlening-subsidie-voor-project-EdgeAi.md
RIJ_025,RIJ,Rijksoverheid__128_Besluit-subsidieverzoek-project-‘AGRARSENSE’.md,Rijksoverheid__128_Besluit-subsidieverzoek-project-‘AGRARSENSE’,.md,full_text\Rijksoverheid__128_Besluit-subsidieverzoek-project-‘AGRARSENSE’.md
RIJ_026,RIJ,Rijksoverheid__12_Besluit-subsidieverzoek-NeAIxt.md,Rijksoverheid__12_Besluit-subsidieverzoek-NeAIxt,.md,full_text\Rijksoverheid__12_Besluit-subsidieverzoek-NeAIxt.md
RIJ_027,RIJ,Rijksoverheid__130_Besluit-subsidieverzoek-project-'TRISTAN'.md,Rijksoverheid__130_Besluit-subsidieverzoek-project-'TRISTAN',.md,full_text\Rijksoverheid__130_Besluit-subsidieverzoek-project-'TRISTAN'.md
RIJ_028,RIJ,Rijksoverheid__131_Besluit-subsidieverzoek-project-‘PowerizeD’.md,Rijksoverheid__131_Besluit-subsidieverzoek-project-‘PowerizeD’,.md,full_text\Rijksoverheid__131_Besluit-subsidieverzoek-project-‘PowerizeD’.md
RIJ_029,RIJ,Rijksoverheid__132_Besluit-verlening-subsidie-voor-project-Listen2Future.md,Rijksoverheid__132_Besluit-verlening-subsidie-voor-project-Listen2Future,.md,full_text\Rijksoverheid__132_Besluit-verlening-subsidie-voor-project-Listen2Future.md
RIJ_030,RIJ,Rijksoverheid__134_Besluit-op-subsidieverzoek-diverse-activiteiten-in-2023.md,Rijksoverheid__134_Besluit-op-subsidieverzoek-diverse-activiteiten-in-2023,.md,full_text\Rijksoverheid__134_Besluit-op-subsidieverzoek-diverse-activiteiten-in-2023.md
RIJ_031,RIJ,Rijksoverheid__135_Besluit-op-subsidieverzoek-'Gezond-product-van-een-gezonde-bodem'.md,Rijksoverheid__135_Besluit-op-subsidieverzoek-'Gezond-product-van-een-gezonde-bodem',.md,full_text\Rijksoverheid__135_Besluit-op-subsidieverzoek-'Gezond-product-van-een-gezonde-bodem'.md
RIJ_032,RIJ,Rijksoverheid__137_Besluit-op-subsidieverzoek-over-Nationaal_Onderwijsmuseum.md,Rijksoverheid__137_Besluit-op-subsidieverzoek-over-Nationaal_Onderwijsmuseum,.md,full_text\Rijksoverheid__137_Besluit-op-subsidieverzoek-over-Nationaal_Onderwijsmuseum.md
RIJ_033,RIJ,Rijksoverheid__138_Besluit-over-wijziging-verlening-4-jaarlijkse-instellingssubsidie-Stichting-International-Filmfestival-Rotterdam.md,Rijksoverheid__138_Besluit-over-wijziging-verlening-4-jaarlijkse-instellingssubsidie-Stichting-International-Filmfestival-Rotterdam,.md,full_text\Rijksoverheid__138_Besluit-over-wijziging-verlening-4-jaarlijkse-instellingssubsidie-Stichting-International-Filmfestival-Rotterdam.md
RIJ_034,RIJ,Rijksoverheid__139_wijziging-subsidie-ontwikkelfonds-energiecooperaties.md,Rijksoverheid__139_wijziging-subsidie-ontwikkelfonds-energiecooperaties,.md,full_text\Rijksoverheid__139_wijziging-subsidie-ontwikkelfonds-energiecooperaties.md
RIJ_035,RIJ,Rijksoverheid__13_Besluit-subsidieverzoek-GENESIS.md,Rijksoverheid__13_Besluit-subsidieverzoek-GENESIS,.md,full_text\Rijksoverheid__13_Besluit-subsidieverzoek-GENESIS.md
RIJ_036,RIJ,Rijksoverheid__14_Besluit-subsidieverzoek-SHIFT2SDV.md,Rijksoverheid__14_Besluit-subsidieverzoek-SHIFT2SDV,.md,full_text\Rijksoverheid__14_Besluit-subsidieverzoek-SHIFT2SDV.md
RIJ_037,RIJ,Rijksoverheid__15_Besluit-subsidieverzoek-act10.md,Rijksoverheid__15_Besluit-subsidieverzoek-act10,.md,full_text\Rijksoverheid__15_Besluit-subsidieverzoek-act10.md
RIJ_038,RIJ,Rijksoverheid__16_Besluit-subsidieverzoek-MOSAIC.md,Rijksoverheid__16_Besluit-subsidieverzoek-MOSAIC,.md,full_text\Rijksoverheid__16_Besluit-subsidieverzoek-MOSAIC.md
RIJ_039,RIJ,Rijksoverheid__17_Besluit-subsidieverzoek-HIGH-POWER-5.0.md,Rijksoverheid__17_Besluit-subsidieverzoek-HIGH-POWER-5.0,.md,full_text\Rijksoverheid__17_Besluit-subsidieverzoek-HIGH-POWER-5.0.md
RIJ_040,RIJ,Rijksoverheid__19_Besluit-subsidieverzoek-PROACTIF.md,Rijksoverheid__19_Besluit-subsidieverzoek-PROACTIF,.md,full_text\Rijksoverheid__19_Besluit-subsidieverzoek-PROACTIF.md
RIJ_041,RIJ,Rijksoverheid__1_Besluit-op-subsidieverzoek-over-K12-B-CO2-opslagproject-pre-FEED-fase.md,Rijksoverheid__1_Besluit-op-subsidieverzoek-over-K12-B-CO2-opslagproject-pre-FEED-fase,.md,full_text\Rijksoverheid__1_Besluit-op-subsidieverzoek-over-K12-B-CO2-opslagproject-pre-FEED-fase.md
RIJ_042,RIJ,Rijksoverheid__20_Besluit-subsidieverzoek-RIGOLETTO.md,Rijksoverheid__20_Besluit-subsidieverzoek-RIGOLETTO,.md,full_text\Rijksoverheid__20_Besluit-subsidieverzoek-RIGOLETTO.md
RIJ_043,RIJ,Rijksoverheid__22_Subsidiebeschikking-Watersnoodmuseum.md,Rijksoverheid__22_Subsidiebeschikking-Watersnoodmuseum,.md,full_text\Rijksoverheid__22_Subsidiebeschikking-Watersnoodmuseum.md
RIJ_044,RIJ,Rijksoverheid__23_Besluit-op-subsidieverzoek-over-deelproject-STBl-Hydrogen-Aircraft-Powertrain-and-Storage-Systems-(HAPPS).md,Rijksoverheid__23_Besluit-op-subsidieverzoek-over-deelproject-STBl-Hydrogen-Aircraft-Powertrain-and-Storage-Systems-(HAPPS),.md,full_text\Rijksoverheid__23_Besluit-op-subsidieverzoek-over-deelproject-STBl-Hydrogen-Aircraft-Powertrain-and-Storage-Systems-(HAPPS).md
RIJ_045,RIJ,Rijksoverheid__26_Besluit-over-wijziging-verlenging-subsidie-cultuurloket-DigitALL.md,Rijksoverheid__26_Besluit-over-wijziging-verlenging-subsidie-cultuurloket-DigitALL,.md,full_text\Rijksoverheid__26_Besluit-over-wijziging-verlenging-subsidie-cultuurloket-DigitALL.md
RIJ_046,RIJ,Rijksoverheid__27_Voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md,Rijksoverheid__27_Voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei,.md,full_text\Rijksoverheid__27_Voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md
RIJ_047,RIJ,Rijksoverheid__29_Gewijzigde-voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md,Rijksoverheid__29_Gewijzigde-voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei,.md,full_text\Rijksoverheid__29_Gewijzigde-voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md
RIJ_048,RIJ,Rijksoverheid__30_Gewijzigde-subsidiebeschikking-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md,Rijksoverheid__30_Gewijzigde-subsidiebeschikking-pilot-ondernemingsplanaanpak-Gelderse-Vallei,.md,full_text\Rijksoverheid__30_Gewijzigde-subsidiebeschikking-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md
RIJ_049,RIJ,Rijksoverheid__31_Besluit-projectsubsidie-ITA-toeslag-voor-internationale-excellentie-2025-2028.md,Rijksoverheid__31_Besluit-projectsubsidie-ITA-toeslag-voor-internationale-excellentie-2025-2028,.md,full_text\Rijksoverheid__31_Besluit-projectsubsidie-ITA-toeslag-voor-internationale-excellentie-2025-2028.md
RIJ_050,RIJ,Rijksoverheid__32_Besluit-op-subsidieverzoek-over-project-Netwerk-Digitaal-Erfgoed-2025.md,Rijksoverheid__32_Besluit-op-subsidieverzoek-over-project-Netwerk-Digitaal-Erfgoed-2025,.md,full_text\Rijksoverheid__32_Besluit-op-subsidieverzoek-over-project-Netwerk-Digitaal-Erfgoed-2025.md
RIJ_051,RIJ,Rijksoverheid__34_Besluit-subsidiewijziging-Programmabureau-Maritiem-Masterplan-2024-2025-onderdeel-Human-Capital.md,Rijksoverheid__34_Besluit-subsidiewijziging-Programmabureau-Maritiem-Masterplan-2024-2025-onderdeel-Human-Capital,.md,full_text\Rijksoverheid__34_Besluit-subsidiewijziging-Programmabureau-Maritiem-Masterplan-2024-2025-onderdeel-Human-Capital.md
RIJ_052,RIJ,Rijksoverheid__35_Besluit-subsidieaanvraag-Vervolg-DAW-supportteam-2025-2027.md,Rijksoverheid__35_Besluit-subsidieaanvraag-Vervolg-DAW-supportteam-2025-2027,.md,full_text\Rijksoverheid__35_Besluit-subsidieaanvraag-Vervolg-DAW-supportteam-2025-2027.md
RIJ_053,RIJ,Rijksoverheid__37_Besluit-op-subsidieverzoek-over-verduurzaming-Chloor-Alkali-productie-gebaseerd-op-NC-technology.md,Rijksoverheid__37_Besluit-op-subsidieverzoek-over-verduurzaming-Chloor-Alkali-productie-gebaseerd-op-NC-technology,.md,full_text\Rijksoverheid__37_Besluit-op-subsidieverzoek-over-verduurzaming-Chloor-Alkali-productie-gebaseerd-op-NC-technology.md
RIJ_054,RIJ,Rijksoverheid__38_Besluit-op-subsidieverzoek-over-WESP-project-Granulatie-4.md,Rijksoverheid__38_Besluit-op-subsidieverzoek-over-WESP-project-Granulatie-4,.md,full_text\Rijksoverheid__38_Besluit-op-subsidieverzoek-over-WESP-project-Granulatie-4.md
