document_id,authority,original_filename,original_stem,original_extension,original_relative_path
RIJ_055,RIJ,Rijksoverheid__39_Besluit-op-een-aanvullend-subsidieverzoek-voor-de-Transformatiefaciliteit.md,Rijksoverheid__39_Besluit-op-een-aanvullend-subsidieverzoek-voor-de-Transformatiefaciliteit,.md,full_text\Rijksoverheid__39_Besluit-op-een-aanvullend-subsidieverzoek-voor-de-Transformatiefaciliteit.md
RIJ_056,RIJ,Rijksoverheid__3_Besluit-op-subsidieverzoek-over-subsidie-duurzame-vernieuwing-technisch-fundament-en-duurzaam-beheer-open-source-Energietransitiemodel.md,Rijksoverheid__3_Besluit-op-subsidieverzoek-over-subsidie-duurzame-vernieuwing-technisch-fundament-en-duurzaam-beheer-open-source-Energietransitiemodel,.md,full_text\Rijksoverheid__3_Besluit-op-subsidieverzoek-over-subsidie-duurzame-vernieuwing-technisch-fundament-en-duurzaam-beheer-open-source-Energietransitiemodel.md
RIJ_057,RIJ,Rijksoverheid__40_Voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md,Rijksoverheid__40_Voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei,.md,full_text\Rijksoverheid__40_Voucherbeschikkingen-pilot-ondernemingsplanaanpak-Gelderse-Vallei.md
RIJ_058,RIJ,Rijksoverheid__42_Verleningsbeschikking-projectsubsidie-digitaal-platform-the-low-countries.md,Rijksoverheid__42_Verleningsbeschikking-projectsubsidie-digitaal-platform-the-low-countries,.md,full_text\Rijksoverheid__42_Verleningsbeschikking-projectsubsidie-digitaal-platform-the-low-countries.md
RIJ_059,RIJ,Rijksoverheid__43_Subsidiebeschikking-aanvraag-Nationaal-Groeifonds-Stichting-Werklandschappen-van-de-Toekomst.md,Rijksoverheid__43_Subsidiebeschikking-aanvraag-Nationaal-Groeifonds-Stichting-Werklandschappen-van-de-Toekomst,.md,full_text\Rijksoverheid__43_Subsidiebeschikking-aanvraag-Nationaal-Groeifonds-Stichting-Werklandschappen-van-de-Toekomst.md
RIJ_060,RIJ,Rijksoverheid__46_Besluit-over-wijziging-subsidie-Nationaal-Onderwijsmuseum.md,Rijksoverheid__46_Besluit-over-wijziging-subsidie-Nationaal-Onderwijsmuseum,.md,full_text\Rijksoverheid__46_Besluit-over-wijziging-subsidie-Nationaal-Onderwijsmuseum.md
RIJ_061,RIJ,Rijksoverheid__47_Verleningsbrief-Subsidie-emissieloze-touringcars-Kupers-Touringcars.md,Rijksoverheid__47_Verleningsbrief-Subsidie-emissieloze-touringcars-Kupers-Touringcars,.md,full_text\Rijksoverheid__47_Verleningsbrief-Subsidie-emissieloze-touringcars-Kupers-Touringcars.md
RIJ_062,RIJ,Rijksoverheid__49_Verleningsbrief-Subsidie-emissieloze-touringcars-Jan-de-Wit-Bus.md,Rijksoverheid__49_Verleningsbrief-Subsidie-emissieloze-touringcars-Jan-de-Wit-Bus,.md,full_text\Rijksoverheid__49_Verleningsbrief-Subsidie-emissieloze-touringcars-Jan-de-Wit-Bus.md
RIJ_063,RIJ,Rijksoverheid__4_Besluit-op-subsidieverzoek-over-Roadmap-Data-ecosysteem-Open-Teelten-2025-2027.md,Rijksoverheid__4_Besluit-op-subsidieverzoek-over-Roadmap-Data-ecosysteem-Open-Teelten-2025-2027,.md,full_text\Rijksoverheid__4_Besluit-op-subsidieverzoek-over-Roadmap-Data-ecosysteem-Open-Teelten-2025-2027.md
RIJ_064,RIJ,Rijksoverheid__50_Verleningsbrief-Subsidie-emissieloze-touringcars-Autobusbedrijf-Doornbos.md,Rijksoverheid__50_Verleningsbrief-Subsidie-emissieloze-touringcars-Autobusbedrijf-Doornbos,.md,full_text\Rijksoverheid__50_Verleningsbrief-Subsidie-emissieloze-touringcars-Autobusbedrijf-Doornbos.md
RIJ_065,RIJ,Rijksoverheid__51_Verleningsbrief-Subsidie-emissieloze-touringcars-Qbuzz.md,Rijksoverheid__51_Verleningsbrief-Subsidie-emissieloze-touringcars-Qbuzz,.md,full_text\Rijksoverheid__51_Verleningsbrief-Subsidie-emissieloze-touringcars-Qbuzz.md
RIJ_066,RIJ,Rijksoverheid__53_Verleningsbrief-Subsidie-emissieloze-touringcars-Koninklijke-Oostenrijk-Groep.md,Rijksoverheid__53_Verleningsbrief-Subsidie-emissieloze-touringcars-Koninklijke-Oostenrijk-Groep,.md,full_text\Rijksoverheid__53_Verleningsbrief-Subsidie-emissieloze-touringcars-Koninklijke-Oostenrijk-Groep.md
RIJ_067,RIJ,Rijksoverheid__54_Verleningsbrief-Subsidie-emissieloze-touringcars-Daimler-Truck-Financial-Services-Nederland-B.V..md,Rijksoverheid__54_Verleningsbrief-Subsidie-emissieloze-touringcars-Daimler-Truck-Financial-Services-Nederland-B.V.,.md,full_text\Rijksoverheid__54_Verleningsbrief-Subsidie-emissieloze-touringcars-Daimler-Truck-Financial-Services-Nederland-B.V..md
RIJ_068,RIJ,Rijksoverheid__55_Verleningsbrief-Subsidie-emissieloze-touringcars-Touringcarbedrijf-Betuwe-Express-B.V.md,Rijksoverheid__55_Verleningsbrief-Subsidie-emissieloze-touringcars-Touringcarbedrijf-Betuwe-Express-B.V,.md,full_text\Rijksoverheid__55_Verleningsbrief-Subsidie-emissieloze-touringcars-Touringcarbedrijf-Betuwe-Express-B.V.md
RIJ_069,RIJ,Rijksoverheid__59_Besluit-verlening-subsidie-voor-bindmiddelproject-Rockwool.md,Rijksoverheid__59_Besluit-verlening-subsidie-voor-bindmiddelproject-Rockwool,.md,full_text\Rijksoverheid__59_Besluit-verlening-subsidie-voor-bindmiddelproject-Rockwool.md
RIJ_070,RIJ,Rijksoverheid__5_Besluit-over-wijziging-subsidie-revolverende-cultuurlening.md,Rijksoverheid__5_Besluit-over-wijziging-subsidie-revolverende-cultuurlening,.md,full_text\Rijksoverheid__5_Besluit-over-wijziging-subsidie-revolverende-cultuurlening.md
RIJ_071,RIJ,Rijksoverheid__60_Besluit-op-subsidieverzoek-over-project-Kosten-Baten-Analyse-Transitie-Melkveehouderij-(KBA-TMVH).md,Rijksoverheid__60_Besluit-op-subsidieverzoek-over-project-Kosten-Baten-Analyse-Transitie-Melkveehouderij-(KBA-TMVH),.md,full_text\Rijksoverheid__60_Besluit-op-subsidieverzoek-over-project-Kosten-Baten-Analyse-Transitie-Melkveehouderij-(KBA-TMVH).md
RIJ_072,RIJ,Rijksoverheid__62_Besluit-op-subsidieverzoek-over-prikkelarm-theater-maken.md,Rijksoverheid__62_Besluit-op-subsidieverzoek-over-prikkelarm-theater-maken,.md,full_text\Rijksoverheid__62_Besluit-op-subsidieverzoek-over-prikkelarm-theater-maken.md
RIJ_073,RIJ,Rijksoverheid__63_Besluit-op-subsidieverzoek-over-Jachthuis-Sint-Hubertus.md,Rijksoverheid__63_Besluit-op-subsidieverzoek-over-Jachthuis-Sint-Hubertus,.md,full_text\Rijksoverheid__63_Besluit-op-subsidieverzoek-over-Jachthuis-Sint-Hubertus.md
RIJ_074,RIJ,Rijksoverheid__64_Besluit-op-subsidieverzoek-over-project-Move2THz.md,Rijksoverheid__64_Besluit-op-subsidieverzoek-over-project-Move2THz,.md,full_text\Rijksoverheid__64_Besluit-op-subsidieverzoek-over-project-Move2THz.md
RIJ_075,RIJ,Rijksoverheid__65_Besluit-op-subsidieverzoek-over-project-ShapeFuture.md,Rijksoverheid__65_Besluit-op-subsidieverzoek-over-project-ShapeFuture,.md,full_text\Rijksoverheid__65_Besluit-op-subsidieverzoek-over-project-ShapeFuture.md
RIJ_076,RIJ,Rijksoverheid__66_Besluit-op-subsidieverzoek-over-project-VIVA.md,Rijksoverheid__66_Besluit-op-subsidieverzoek-over-project-VIVA,.md,full_text\Rijksoverheid__66_Besluit-op-subsidieverzoek-over-project-VIVA.md
RIJ_077,RIJ,Rijksoverheid__67_Besluit-op-subsidieverzoek-over-project-HAL4SDV.md,Rijksoverheid__67_Besluit-op-subsidieverzoek-over-project-HAL4SDV,.md,full_text\Rijksoverheid__67_Besluit-op-subsidieverzoek-over-project-HAL4SDV.md
RIJ_078,RIJ,Rijksoverheid__69_Besluit-op-subsidieverzoek-over-project-PhotonMed.md,Rijksoverheid__69_Besluit-op-subsidieverzoek-over-project-PhotonMed,.md,full_text\Rijksoverheid__69_Besluit-op-subsidieverzoek-over-project-PhotonMed.md
RIJ_079,RIJ,Rijksoverheid__6_Besluit-op-subsidieverzoek-over-uitvoering-Sectoragenda-Maritieme-Maakindustrie.md,Rijksoverheid__6_Besluit-op-subsidieverzoek-over-uitvoering-Sectoragenda-Maritieme-Maakindustrie,.md,full_text\Rijksoverheid__6_Besluit-op-subsidieverzoek-over-uitvoering-Sectoragenda-Maritieme-Maakindustrie.md
RIJ_080,RIJ,Rijksoverheid__72_Besluit-op-subsidieverzoek-over-project-SOIL.md,Rijksoverheid__72_Besluit-op-subsidieverzoek-over-project-SOIL,.md,full_text\Rijksoverheid__72_Besluit-op-subsidieverzoek-over-project-SOIL.md
RIJ_081,RIJ,Rijksoverheid__73_Besluit-op-subsidieverzoek-over-project-Cynergy4MIE.md,Rijksoverheid__73_Besluit-op-subsidieverzoek-over-project-Cynergy4MIE,.md,full_text\Rijksoverheid__73_Besluit-op-subsidieverzoek-over-project-Cynergy4MIE.md
RIJ_082,RIJ,Rijksoverheid__76_Subsidiebeschikking-Samen-Versnellen-fase-2.md,Rijksoverheid__76_Subsidiebeschikking-Samen-Versnellen-fase-2,.md,full_text\Rijksoverheid__76_Subsidiebeschikking-Samen-Versnellen-fase-2.md
RIJ_083,RIJ,Rijksoverheid__77_Besluit-op-subsidieverzoek-project-Gerbera-jaarrond-telen-tijdens-een-energietransitie.md,Rijksoverheid__77_Besluit-op-subsidieverzoek-project-Gerbera-jaarrond-telen-tijdens-een-energietransitie,.md,full_text\Rijksoverheid__77_Besluit-op-subsidieverzoek-project-Gerbera-jaarrond-telen-tijdens-een-energietransitie.md
RIJ_084,RIJ,Rijksoverheid__78_Besluit-op-verlening-subsidie-voor-deelproject-SEC-Human-Capital-Agenda.md,Rijksoverheid__78_Besluit-op-verlening-subsidie-voor-deelproject-SEC-Human-Capital-Agenda,.md,full_text\Rijksoverheid__78_Besluit-op-verlening-subsidie-voor-deelproject-SEC-Human-Capital-Agenda.md
RIJ_085,RIJ,Rijksoverheid__79_Besluit-op-subsidieverzoek-over-project-naar-fossielvrije-onbelichte-aubergineteelt.md,Rijksoverheid__79_Besluit-op-subsidieverzoek-over-project-naar-fossielvrije-onbelichte-aubergineteelt,.md,full_text\Rijksoverheid__79_Besluit-op-subsidieverzoek-over-project-naar-fossielvrije-onbelichte-aubergineteelt.md
RIJ_086,RIJ,Rijksoverheid__7_Besluit-op-subsidieverzoek-over-project-ChipNL-Competence-Centre.md,Rijksoverheid__7_Besluit-op-subsidieverzoek-over-project-ChipNL-Competence-Centre,.md,full_text\Rijksoverheid__7_Besluit-op-subsidieverzoek-over-project-ChipNL-Competence-Centre.md
RIJ_087,RIJ,Rijksoverheid__80_Besluit-op-verlening-projectsubsidie-Stichting-Amstel-218-voor-activiteiten-in-2024.md,Rijksoverheid__80_Besluit-op-verlening-projectsubsidie-Stichting-Amstel-218-voor-activiteiten-in-2024,.md,full_text\Rijksoverheid__80_Besluit-op-verlening-projectsubsidie-Stichting-Amstel-218-voor-activiteiten-in-2024.md
RIJ_088,RIJ,Rijksoverheid__82_Besluit-op-subsidieverzoek-project-Tropische-potplanten-koeler-winter-door-onder-LED-verlichting.md,Rijksoverheid__82_Besluit-op-subsidieverzoek-project-Tropische-potplanten-koeler-winter-door-onder-LED-verlichting,.md,full_text\Rijksoverheid__82_Besluit-op-subsidieverzoek-project-Tropische-potplanten-koeler-winter-door-onder-LED-verlichting.md
RIJ_089,RIJ,Rijksoverheid__84_Rectificatie-subsidieverlening-Werklandschappen-van-de-Toekomst-2023-2024.md,Rijksoverheid__84_Rectificatie-subsidieverlening-Werklandschappen-van-de-Toekomst-2023-2024,.md,full_text\Rijksoverheid__84_Rectificatie-subsidieverlening-Werklandschappen-van-de-Toekomst-2023-2024.md
RIJ_090,RIJ,Rijksoverheid__85_Besluit-verlening-projectsubsidie-Versterken-onderzoekscapaciteit-in-2024.md,Rijksoverheid__85_Besluit-verlening-projectsubsidie-Versterken-onderzoekscapaciteit-in-2024,.md,full_text\Rijksoverheid__85_Besluit-verlening-projectsubsidie-Versterken-onderzoekscapaciteit-in-2024.md
RIJ_091,RIJ,Rijksoverheid__86_Besluit-wijziging-projectsubsidie-‘Versnellen-en-verbreden-gebruik-netwerkvoorzieningen-Netwerk-Digitaal-Erfgoed’.md,Rijksoverheid__86_Besluit-wijziging-projectsubsidie-‘Versnellen-en-verbreden-gebruik-netwerkvoorzieningen-Netwerk-Digitaal-Erfgoed’,.md,full_text\Rijksoverheid__86_Besluit-wijziging-projectsubsidie-‘Versnellen-en-verbreden-gebruik-netwerkvoorzieningen-Netwerk-Digitaal-Erfgoed’.md
RIJ_092,RIJ,Rijksoverheid__87_Besluit-projectsubsidie-exploitatietekort-2024-Jachthuis-St-Hubertus.md,Rijksoverheid__87_Besluit-projectsubsidie-exploitatietekort-2024-Jachthuis-St-Hubertus,.md,full_text\Rijksoverheid__87_Besluit-projectsubsidie-exploitatietekort-2024-Jachthuis-St-Hubertus.md
RIJ_093,RIJ,Rijksoverheid__8_Besluit-op-subsidieverzoek-over-deelproject-ICEFlight.md,Rijksoverheid__8_Besluit-op-subsidieverzoek-over-deelproject-ICEFlight,.md,full_text\Rijksoverheid__8_Besluit-op-subsidieverzoek-over-deelproject-ICEFlight.md
RIJ_094,RIJ,Rijksoverheid__91_Subsidiebeschikking-technische-haalbaarheidsstudies-bedrijfsduurverlenging-kerncentrale-Borssele.md,Rijksoverheid__91_Subsidiebeschikking-technische-haalbaarheidsstudies-bedrijfsduurverlenging-kerncentrale-Borssele,.md,full_text\Rijksoverheid__91_Subsidiebeschikking-technische-haalbaarheidsstudies-bedrijfsduurverlenging-kerncentrale-Borssele.md
RIJ_095,RIJ,Rijksoverheid__92_Subsidieverlening-digitaal-platform-www.the-low-countries.com-2024.md,Rijksoverheid__92_Subsidieverlening-digitaal-platform-www.the-low-countries.com-2024,.md,full_text\Rijksoverheid__92_Subsidieverlening-digitaal-platform-www.the-low-countries.com-2024.md
RIJ_096,RIJ,Rijksoverheid__94_Besluit-op-subsidieverzoek-“Kennisverspreiding-Agroforestry-–-Kennis-op-Maat-project.md,Rijksoverheid__94_Besluit-op-subsidieverzoek-“Kennisverspreiding-Agroforestry-–-Kennis-op-Maat-project,.md,full_text\Rijksoverheid__94_Besluit-op-subsidieverzoek-“Kennisverspreiding-Agroforestry-–-Kennis-op-Maat-project.md
RIJ_097,RIJ,Rijksoverheid__96_Besluit-op-subsidieverzoek-“Innovatieplatform-Akkerbouw-2024-2027”.md,Rijksoverheid__96_Besluit-op-subsidieverzoek-“Innovatieplatform-Akkerbouw-2024-2027”,.md,full_text\Rijksoverheid__96_Besluit-op-subsidieverzoek-“Innovatieplatform-Akkerbouw-2024-2027”.md
RIJ_098,RIJ,Rijksoverheid__97_Subsidieverlening-Energiebesparing-ronde-2.md,Rijksoverheid__97_Subsidieverlening-Energiebesparing-ronde-2,.md,full_text\Rijksoverheid__97_Subsidieverlening-Energiebesparing-ronde-2.md
RIJ_099,RIJ,Rijksoverheid__98_Besluit-op-verlenging-subsidie-voor-Nationaal-Onderwijsmuseum.md,Rijksoverheid__98_Besluit-op-verlenging-subsidie-voor-Nationaal-Onderwijsmuseum,.md,full_text\Rijksoverheid__98_Besluit-op-verlenging-subsidie-voor-Nationaal-Onderwijsmuseum.md
RIJ_100,RIJ,Rijksoverheid__99_Besluit-subsidieaanvraag-project-Oral-history.md,Rijksoverheid__99_Besluit-subsidieaanvraag-project-Oral-history,.md,full_text\Rijksoverheid__99_Besluit-subsidieaanvraag-project-Oral-history.md
